,country,year,sex,age,SuicidesNo,population,HDIForYear,GDPForYearMoney,suicidesper100k,Generation,TotalPopulationYear,GDPperCapita
5851,Colombia,2002,female,75+ years,4,444232,0.0,97933391976,0.9,GI Generation,37478276,2613.0708887463234
5852,Colombia,2003,male,75+ years,49,327352,0.0,94684584163,14.97,Silent,38044513,2488.7842344834326
5853,Colombia,2003,male,55-74 years,235,1679338,0.0,94684584163,13.99,Boomers,38044513,2488.7842344834326
5854,Colombia,2003,male,25-34 years,424,3363500,0.0,94684584163,12.61,Generation X,38044513,2488.7842344834326
5855,Colombia,2003,male,15-24 years,58,4143231,0.0,94684584163,1.4,Millenials,38044513,2488.7842344834326
5856,Colombia,2003,male,35-54 years,441,4872021,0.0,94684584163,9.05,Generation X,38044513,2488.7842344834326
5857,Colombia,2003,female,15-24 years,299,4053688,0.0,94684584163,7.38,Millenials,38044513,2488.7842344834326
5858,Colombia,2003,female,25-34 years,93,3447910,0.0,94684584163,2.7,Generation X,38044513,2488.7842344834326
5859,Colombia,2003,female,35-54 years,96,5222660,0.0,94684584163,1.84,Generation X,38044513,2488.7842344834326
5860,Colombia,2003,female,55-74 years,35,1953968,0.0,94684584163,1.79,Boomers,38044513,2488.7842344834326
5861,Colombia,2003,female,75+ years,6,460065,0.0,94684584163,1.3,Silent,38044513,2488.7842344834326
5862,Colombia,2003,female,5-14 years,48,4175544,0.0,94684584163,1.15,Generation Z,38044513,2488.7842344834326
5863,Colombia,2003,male,5-14 years,35,4345236,0.0,94684584163,0.81,Generation Z,38044513,2488.7842344834326
5864,Colombia,2004,male,75+ years,74,337747,0.0,117074863822,21.91,Silent,38604716,3032.6570417458843
5865,Colombia,2004,male,55-74 years,229,1756739,0.0,117074863822,13.04,Boomers,38604716,3032.6570417458843
5866,Colombia,2004,male,15-24 years,522,4177514,0.0,117074863822,12.5,Millenials,38604716,3032.6570417458843
5867,Colombia,2004,male,25-34 years,397,3393144,0.0,117074863822,11.7,Generation X,38604716,3032.6570417458843
5868,Colombia,2004,male,35-54 years,465,5016477,0.0,117074863822,9.27,Generation X,38604716,3032.6570417458843
5869,Colombia,2004,female,15-24 years,246,4082601,0.0,117074863822,6.03,Millenials,38604716,3032.6570417458843
5870,Colombia,2004,female,25-34 years,91,3474885,0.0,117074863822,2.62,Generation X,38604716,3032.6570417458843
5871,Colombia,2004,female,75+ years,9,475649,0.0,117074863822,1.89,Silent,38604716,3032.6570417458843
5872,Colombia,2004,female,35-54 years,85,5378213,0.0,117074863822,1.58,Generation X,38604716,3032.6570417458843
5873,Colombia,2004,female,55-74 years,29,2041937,0.0,117074863822,1.42,Boomers,38604716,3032.6570417458843
5874,Colombia,2004,male,5-14 years,56,4319787,0.0,117074863822,1.3,Generation Z,38604716,3032.6570417458843
5875,Colombia,2004,female,5-14 years,41,4150023,0.0,117074863822,0.99,Generation Z,38604716,3032.6570417458843
5876,Colombia,2005,male,75+ years,63,347667,0.679,146566264837,18.12,Silent,39172790,3741.532447318662
5877,Colombia,2005,male,15-24 years,517,4209960,0.679,146566264837,12.28,Millenials,39172790,3741.532447318662
5878,Colombia,2005,male,55-74 years,219,1842503,0.679,146566264837,11.89,Boomers,39172790,3741.532447318662
5879,Colombia,2005,male,25-34 years,352,3436781,0.679,146566264837,10.24,Generation X,39172790,3741.532447318662
5880,Colombia,2005,male,35-54 years,434,5147445,0.679,146566264837,8.43,Generation X,39172790,3741.532447318662
5881,Colombia,2005,female,15-24 years,225,4108824,0.679,146566264837,5.48,Millenials,39172790,3741.532447318662
5882,Colombia,2005,female,25-34 years,93,3515419,0.679,146566264837,2.65,Generation X,39172790,3741.532447318662
5883,Colombia,2005,female,35-54 years,87,5520328,0.679,146566264837,1.58,Generation X,39172790,3741.532447318662
5884,Colombia,2005,female,55-74 years,27,2138822,0.679,146566264837,1.26,Boomers,39172790,3741.532447318662
5885,Colombia,2005,male,5-14 years,52,4291635,0.679,146566264837,1.21,Generation Z,39172790,3741.532447318662
5886,Colombia,2005,female,75+ years,5,491399,0.679,146566264837,1.02,Silent,39172790,3741.532447318662
5887,Colombia,2005,female,5-14 years,28,4122007,0.679,146566264837,0.68,Generation Z,39172790,3741.532447318662
5888,Colombia,2006,male,75+ years,78,363411,0.0,162590146096,21.46,Silent,39708676,4094.57485049363
5889,Colombia,2006,male,15-24 years,521,4229825,0.0,162590146096,12.32,Millenials,39708676,4094.57485049363
5890,Colombia,2006,male,25-34 years,48,3492325,0.0,162590146096,1.37,Millenials,39708676,4094.57485049363
5891,Colombia,2006,male,55-74 years,211,1925991,0.0,162590146096,10.96,Boomers,39708676,4094.57485049363
5892,Colombia,2006,male,35-54 years,453,5261515,0.0,162590146096,8.61,Generation X,39708676,4094.57485049363
5893,Colombia,2006,female,15-24 years,197,4126897,0.0,162590146096,4.77,Millenials,39708676,4094.57485049363
5894,Colombia,2006,female,25-34 years,96,3566953,0.0,162590146096,2.69,Millenials,39708676,4094.57485049363
5895,Colombia,2006,female,35-54 years,9,5642326,0.0,162590146096,0.16,Generation X,39708676,4094.57485049363
5896,Colombia,2006,female,55-74 years,33,2234226,0.0,162590146096,1.48,Boomers,39708676,4094.57485049363
5897,Colombia,2006,male,5-14 years,46,4260456,0.0,162590146096,1.08,Generation Z,39708676,4094.57485049363
5898,Colombia,2006,female,5-14 years,4,4092360,0.0,162590146096,0.1,Generation Z,39708676,4094.57485049363
5899,Colombia,2006,female,75+ years,4,512391,0.0,162590146096,0.78,Silent,39708676,4094.57485049363
5900,Colombia,2007,male,75+ years,67,378405,0.0,207416494642,17.71,Silent,40275206,5149.979732990068
5901,Colombia,2007,male,55-74 years,245,2018827,0.0,207416494642,12.14,Boomers,40275206,5149.979732990068
5902,Colombia,2007,male,15-24 years,493,4248033,0.0,207416494642,11.61,Millenials,40275206,5149.979732990068
5903,Colombia,2007,male,25-34 years,41,3562854,0.0,207416494642,1.15,Millenials,40275206,5149.979732990068
5904,Colombia,2007,male,35-54 years,475,5364516,0.0,207416494642,8.85,Generation X,40275206,5149.979732990068
5905,Colombia,2007,female,15-24 years,28,4142290,0.0,207416494642,0.68,Millenials,40275206,5149.979732990068
5906,Colombia,2007,female,25-34 years,15,3633920,0.0,207416494642,0.41,Millenials,40275206,5149.979732990068
5907,Colombia,2007,female,35-54 years,82,5752377,0.0,207416494642,1.43,Generation X,40275206,5149.979732990068
5908,Colombia,2007,female,5-14 years,4,4066699,0.0,207416494642,0.1,Generation Z,40275206,5149.979732990068
5909,Colombia,2007,male,5-14 years,37,4234298,0.0,207416494642,0.87,Generation Z,40275206,5149.979732990068
5910,Colombia,2007,female,55-74 years,16,2339825,0.0,207416494642,0.68,Boomers,40275206,5149.979732990068
5911,Colombia,2007,female,75+ years,3,533162,0.0,207416494642,0.56,Silent,40275206,5149.979732990068
5912,Colombia,2008,male,75+ years,69,392608,0.0,243982437871,17.57,Silent,40859129,5971.307853160551
5913,Colombia,2008,male,55-74 years,25,2119709,0.0,243982437871,1.18,Boomers,40859129,5971.307853160551
5914,Colombia,2008,male,25-34 years,417,3641000,0.0,243982437871,11.45,Millenials,40859129,5971.307853160551
5915,Colombia,2008,male,15-24 years,479,4263159,0.0,243982437871,11.24,Millenials,40859129,5971.307853160551
5916,Colombia,2008,male,35-54 years,51,5459636,0.0,243982437871,0.93,Generation X,40859129,5971.307853160551
5917,Colombia,2008,female,15-24 years,26,4153413,0.0,243982437871,0.63,Millenials,40859129,5971.307853160551
5918,Colombia,2008,female,25-34 years,85,3709016,0.0,243982437871,2.29,Millenials,40859129,5971.307853160551
5919,Colombia,2008,female,35-54 years,82,5853848,0.0,243982437871,1.4,Generation X,40859129,5971.307853160551
5920,Colombia,2008,male,5-14 years,47,4213275,0.0,243982437871,1.12,Generation Z,40859129,5971.307853160551
5921,Colombia,2008,female,55-74 years,27,2454148,0.0,243982437871,1.1,Boomers,40859129,5971.307853160551
5922,Colombia,2008,female,5-14 years,43,4045559,0.0,243982437871,1.06,Generation Z,40859129,5971.307853160551
5923,Colombia,2008,female,75+ years,5,553758,0.0,243982437871,0.9,Silent,40859129,5971.307853160551
5924,Colombia,2009,male,75+ years,72,405866,0.0,233821670544,17.74,Silent,41436173,5642.935957044103
5925,Colombia,2009,male,25-34 years,426,3715402,0.0,233821670544,11.47,Millenials,41436173,5642.935957044103
5926,Colombia,2009,male,55-74 years,252,2226378,0.0,233821670544,11.32,Boomers,41436173,5642.935957044103
5927,Colombia,2009,male,15-24 years,481,4272494,0.0,233821670544,11.26,Millenials,41436173,5642.935957044103
5928,Colombia,2009,male,35-54 years,517,5552239,0.0,233821670544,9.31,Generation X,41436173,5642.935957044103
5929,Colombia,2009,female,15-24 years,27,4157810,0.0,233821670544,0.65,Millenials,41436173,5642.935957044103
5930,Colombia,2009,female,25-34 years,72,3780652,0.0,233821670544,1.9,Millenials,41436173,5642.935957044103
5931,Colombia,2009,female,55-74 years,46,2574750,0.0,233821670544,1.79,Boomers,41436173,5642.935957044103
5932,Colombia,2009,female,35-54 years,87,5952480,0.0,233821670544,1.46,Generation X,41436173,5642.935957044103
5933,Colombia,2009,male,5-14 years,54,4196033,0.0,233821670544,1.29,Generation Z,41436173,5642.935957044103
5934,Colombia,2009,female,5-14 years,32,4027989,0.0,233821670544,0.79,Generation Z,41436173,5642.935957044103
5935,Colombia,2009,female,75+ years,3,574080,0.0,233821670544,0.52,Silent,41436173,5642.935957044103
5936,Colombia,2010,male,75+ years,65,418296,0.706,287018184638,15.54,Silent,41989103,6835.539797980443
5937,Colombia,2010,male,25-34 years,436,3779392,0.706,287018184638,11.54,Millenials,41989103,6835.539797980443
5938,Colombia,2010,male,15-24 years,48,4274849,0.706,287018184638,1.12,Millenials,41989103,6835.539797980443
5939,Colombia,2010,male,55-74 years,225,2337537,0.706,287018184638,9.63,Boomers,41989103,6835.539797980443
5940,Colombia,2010,male,35-54 years,463,5646115,0.706,287018184638,8.2,Generation X,41989103,6835.539797980443
5941,Colombia,2010,female,15-24 years,187,4154664,0.706,287018184638,4.5,Millenials,41989103,6835.539797980443
5942,Colombia,2010,female,25-34 years,78,3841659,0.706,287018184638,2.03,Millenials,41989103,6835.539797980443
5943,Colombia,2010,female,35-54 years,72,6052417,0.706,287018184638,1.19,Generation X,41989103,6835.539797980443
5944,Colombia,2010,male,5-14 years,41,4178908,0.706,287018184638,0.98,Generation Z,41989103,6835.539797980443
5945,Colombia,2010,female,5-14 years,39,4010759,0.706,287018184638,0.97,Generation Z,41989103,6835.539797980443
5946,Colombia,2010,female,75+ years,5,594329,0.706,287018184638,0.84,Silent,41989103,6835.539797980443
5947,Colombia,2010,female,55-74 years,16,2700178,0.706,287018184638,0.59,Boomers,41989103,6835.539797980443
5948,Colombia,2011,male,75+ years,6,436385,0.713,335415156702,1.37,Silent,42538305,7885.014616872957
5949,Colombia,2011,male,15-24 years,45,4268385,0.713,335415156702,1.05,Generation Z,42538305,7885.014616872957
5950,Colombia,2011,male,25-34 years,382,3840952,0.713,335415156702,9.95,Millenials,42538305,7885.014616872957
5951,Colombia,2011,male,55-74 years,231,2445112,0.713,335415156702,9.45,Boomers,42538305,7885.014616872957
5952,Colombia,2011,male,35-54 years,498,5745871,0.713,335415156702,8.67,Generation X,42538305,7885.014616872957
5953,Colombia,2011,female,15-24 years,159,4147875,0.713,335415156702,3.83,Generation Z,42538305,7885.014616872957
5954,Colombia,2011,female,25-34 years,69,3897562,0.713,335415156702,1.77,Millenials,42538305,7885.014616872957
5955,Colombia,2011,female,35-54 years,87,6156452,0.713,335415156702,1.41,Generation X,42538305,7885.014616872957
5956,Colombia,2011,female,55-74 years,29,2822325,0.713,335415156702,1.03,Boomers,42538305,7885.014616872957
5957,Colombia,2011,male,5-14 years,41,4163139,0.713,335415156702,0.98,Generation Z,42538305,7885.014616872957
5958,Colombia,2011,female,5-14 years,34,3995726,0.713,335415156702,0.85,Generation Z,42538305,7885.014616872957
5959,Colombia,2011,female,75+ years,4,618521,0.713,335415156702,0.65,Silent,42538305,7885.014616872957
5960,Colombia,2012,male,75+ years,69,453582,0.715,369659700376,15.21,Silent,43055864,8585.58314788434
5961,Colombia,2012,male,15-24 years,486,4254495,0.715,369659700376,11.42,Generation Z,43055864,8585.58314788434
5962,Colombia,2012,male,25-34 years,412,3891260,0.715,369659700376,10.59,Millenials,43055864,8585.58314788434
5963,Colombia,2012,male,55-74 years,266,2556199,0.715,369659700376,10.41,Boomers,43055864,8585.58314788434
5964,Colombia,2012,male,35-54 years,455,5846650,0.715,369659700376,7.78,Generation X,43055864,8585.58314788434
5965,Colombia,2012,female,15-24 years,151,4133625,0.715,369659700376,3.65,Generation Z,43055864,8585.58314788434
5966,Colombia,2012,female,25-34 years,73,3942505,0.715,369659700376,1.85,Millenials,43055864,8585.58314788434
5967,Colombia,2012,female,55-74 years,41,2948489,0.715,369659700376,1.39,Boomers,43055864,8585.58314788434
5968,Colombia,2012,female,35-54 years,83,6261133,0.715,369659700376,1.33,Generation X,43055864,8585.58314788434
5969,Colombia,2012,male,5-14 years,44,4146398,0.715,369659700376,1.06,Generation Z,43055864,8585.58314788434
5970,Colombia,2012,female,75+ years,6,642251,0.715,369659700376,0.93,Silent,43055864,8585.58314788434
5971,Colombia,2012,female,5-14 years,33,3979277,0.715,369659700376,0.83,Generation Z,43055864,8585.58314788434
5972,Colombia,2013,male,75+ years,69,470105,0.718,380191881860,14.68,Silent,43546298,8730.750932260647
5973,Colombia,2013,male,15-24 years,45,4235904,0.718,380191881860,1.06,Generation Z,43546298,8730.750932260647
5974,Colombia,2013,male,55-74 years,26,2672132,0.718,380191881860,0.97,Boomers,43546298,8730.750932260647
5975,Colombia,2013,male,25-34 years,381,3931611,0.718,380191881860,9.69,Millenials,43546298,8730.750932260647
5976,Colombia,2013,male,35-54 years,462,5947520,0.718,380191881860,7.77,Generation X,43546298,8730.750932260647
5977,Colombia,2013,female,15-24 years,141,4114036,0.718,380191881860,3.43,Generation Z,43546298,8730.750932260647
5978,Colombia,2013,female,25-34 years,81,3977885,0.718,380191881860,2.04,Millenials,43546298,8730.750932260647
5979,Colombia,2013,female,35-54 years,11,6365459,0.718,380191881860,0.17,Generation X,43546298,8730.750932260647
5980,Colombia,2013,female,55-74 years,41,3079952,0.718,380191881860,1.33,Boomers,43546298,8730.750932260647
5981,Colombia,2013,male,5-14 years,41,4126269,0.718,380191881860,0.99,Generation Z,43546298,8730.750932260647
5982,Colombia,2013,female,5-14 years,36,3959475,0.718,380191881860,0.91,Generation Z,43546298,8730.750932260647
5983,Colombia,2013,female,75+ years,5,665950,0.718,380191881860,0.75,Silent,43546298,8730.750932260647
5984,Colombia,2014,male,75+ years,83,486197,0.72,378195716714,17.07,Silent,44021800,8591.100698154096
5985,Colombia,2014,male,15-24 years,48,4216293,0.72,378195716714,1.14,Generation Z,44021800,8591.100698154096
5986,Colombia,2014,male,55-74 years,283,2795271,0.72,378195716714,10.12,Boomers,44021800,8591.100698154096
5987,Colombia,2014,male,25-34 years,395,3965410,0.72,378195716714,9.96,Millenials,44021800,8591.100698154096
5988,Colombia,2014,male,35-54 years,477,6046987,0.72,378195716714,7.89,Generation X,44021800,8591.100698154096
5989,Colombia,2014,female,15-24 years,132,4092325,0.72,378195716714,3.23,Generation Z,44021800,8591.100698154096
5990,Colombia,2014,female,25-34 years,82,4007103,0.72,378195716714,2.05,Millenials,44021800,8591.100698154096
5991,Colombia,2014,female,55-74 years,43,3219142,0.72,378195716714,1.34,Boomers,44021800,8591.100698154096
5992,Colombia,2014,female,35-54 years,82,6467724,0.72,378195716714,1.27,Generation X,44021800,8591.100698154096
5993,Colombia,2014,male,5-14 years,37,4100740,0.72,378195716714,0.9,Generation Z,44021800,8591.100698154096
5994,Colombia,2014,female,75+ years,5,690028,0.72,378195716714,0.72,Silent,44021800,8591.100698154096
5995,Colombia,2014,female,5-14 years,27,3934580,0.72,378195716714,0.69,Generation Z,44021800,8591.100698154096
5996,Colombia,2015,male,75+ years,82,502228,0.0,291519591533,16.33,Silent,44490427,6552.411635271561
5997,Colombia,2015,male,15-24 years,473,4197599,0.0,291519591533,11.27,Generation Z,44490427,6552.411635271561
5998,Colombia,2015,male,55-74 years,317,2926656,0.0,291519591533,10.83,Boomers,44490427,6552.411635271561
5999,Colombia,2015,male,25-34 years,379,3994717,0.0,291519591533,9.49,Millenials,44490427,6552.411635271561
6000,Colombia,2015,male,35-54 years,56,6143478,0.0,291519591533,0.91,Generation X,44490427,6552.411635271561
6001,Colombia,2015,female,15-24 years,176,4070390,0.0,291519591533,4.32,Generation Z,44490427,6552.411635271561
6002,Colombia,2015,female,25-34 years,111,4031995,0.0,291519591533,2.75,Millenials,44490427,6552.411635271561
6003,Colombia,2015,female,35-54 years,96,6566323,0.0,291519591533,1.46,Generation X,44490427,6552.411635271561
6004,Colombia,2015,female,75+ years,1,715044,0.0,291519591533,0.14,Silent,44490427,6552.411635271561
6005,Colombia,2015,female,55-74 years,45,3367078,0.0,291519591533,1.34,Boomers,44490427,6552.411635271561
6006,Colombia,2015,female,5-14 years,44,3904896,0.0,291519591533,1.13,Generation Z,44490427,6552.411635271561
6007,Colombia,2015,male,5-14 years,39,4070023,0.0,291519591533,0.96,Generation Z,44490427,6552.411635271561
6008,Costa Rica,1985,male,35-54 years,32,218000,0.623,4796628461,14.68,Boomers,2236200,2144.990815222252
6009,Costa Rica,1985,male,25-34 years,32,219000,0.623,4796628461,14.61,Boomers,2236200,2144.990815222252
6010,Costa Rica,1985,male,55-74 years,12,91000,0.623,4796628461,13.19,Silent,2236200,2144.990815222252
6011,Costa Rica,1985,male,15-24 years,33,285800,0.623,4796628461,11.55,Generation X,2236200,2144.990815222252
6012,Costa Rica,1985,male,75+ years,1,13000,0.623,4796628461,7.69,GI Generation,2236200,2144.990815222252
6013,Costa Rica,1985,female,15-24 years,8,274800,0.623,4796628461,2.91,Generation X,2236200,2144.990815222252
6014,Costa Rica,1985,female,25-34 years,3,214000,0.623,4796628461,1.4,Boomers,2236200,2144.990815222252
6015,Costa Rica,1985,female,35-54 years,3,216000,0.623,4796628461,1.39,Boomers,2236200,2144.990815222252
